Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,7.116786003112793,7.1521430015563965,6.876786231994629,6.958570957183838,5.89863920211792,1079178800
2008-01-03,6.978929042816162,7.049643039703369,6.881785869598389,6.961785793304443,5.901363849639893,842066400
2008-01-04,6.837500095367432,6.892857074737549,6.3889288902282715,6.430356979370117,5.450883865356445,1455832000
2008-01-07,6.473214149475098,6.557143211364746,6.0796427726745605,6.34428596496582,5.377923965454102,2072193200
2008-01-08,6.433570861816406,6.5164289474487305,6.099999904632568,6.1160712242126465,5.1844682693481445,1523816000
2008-01-09,6.117856979370117,6.410714149475098,6.010714054107666,6.4071431159973145,5.431204795837402,1813882000
2008-01-10,6.3421430587768555,6.464285850524902,6.26464319229126,6.3578572273254395,5.3894267082214355,1482975200
2008-01-11,6.285714149475098,6.351786136627197,6.0714287757873535,6.167500019073486,5.2280659675598145,1232285600
2008-01-14,6.340000152587891,6.4078569412231445,6.256071090698242,6.385000228881836,5.412436008453369,1100450400
2008-01-15,6.347143173217773,6.400713920593262,5.880713939666748,6.037143230438232,5.117563724517822,2343278000
2008-01-16,5.901071071624756,6.036070823669434,5.596428871154785,5.7014288902282715,4.832986354827881,2213845200
2008-01-17,5.768214225769043,5.90571403503418,5.6578569412231445,5.746070861816406,4.870828628540039,1757859600
2008-01-18,5.775356769561768,5.919642925262451,5.700356960296631,5.762856960296631,4.88505744934082,1724343600
2008-01-22,5.2878570556640625,5.713571071624756,5.214285850524902,5.558570861816406,4.711888790130615,2434754000
2008-01-23,4.86392879486084,5.0,4.505000114440918,4.966785907745361,4.210242748260498,3372969600
2008-01-24,4.999642848968506,5.025000095367432,4.7146430015563965,4.8428568840026855,4.1051926612854,2005866800
2008-01-25,4.963929176330566,4.96750020980835,4.628929138183594,4.643214225769043,3.935957908630371,1554739200
2008-01-28,4.57714319229126,4.757143020629883,4.51607084274292,4.643214225769043,3.935957908630371,1474844000
2008-01-29,4.683928966522217,4.742499828338623,4.60892915725708,4.697856903076172,3.9822795391082764,1099982800
2008-01-30,4.69178581237793,4.837500095367432,4.642857074737549,4.720714092254639,4.001651763916016,1243051600
2008-01-31,4.623213768005371,4.880356788635254,4.621428966522217,4.834286212921143,4.097925662994385,1345674400
2008-02-01,4.865714073181152,4.878213882446289,4.720714092254639,4.776785850524902,4.049184322357178,1010744000
2008-02-04,4.793213844299316,4.853570938110352,4.693571090698242,4.701786041259766,3.985609531402588,899234000
2008-02-05,4.658214092254639,4.785714149475098,4.603570938110352,4.619999885559082,3.9162802696228027,1141042000
2008-02-06,4.672500133514404,4.711429119110107,4.348928928375244,4.357142925262451,3.6934621334075928,1573272400
2008-02-07,4.284643173217773,4.4564290046691895,4.18821382522583,4.329999923706055,3.6704530715942383,2083331600
2008-02-08,4.360000133514404,4.489285945892334,4.3428568840026855,4.481429100036621,3.7988169193267822,1355972800
2008-02-11,4.571785926818848,4.6421427726745605,4.5428571701049805,4.623213768005371,3.919003963470459,1201432400
2008-02-12,4.6678571701049805,4.6785712242126465,4.414999961853027,4.459286212921143,3.780046224594116,1225980000
2008-02-13,4.524285793304443,4.635000228881836,4.486785888671875,4.621428966522217,3.9174911975860596,968534000
2008-02-14,4.621428966522217,4.67142915725708,4.536070823669434,4.552143096923828,3.8587582111358643,954097200
2008-02-15,4.509643077850342,4.538570880889893,4.430714130401611,4.451070785522461,3.7730824947357178,901300400
2008-02-19,4.499642848968506,4.526785850524902,4.3371429443359375,4.3635711669921875,3.69891095161438,1005046000
2008-02-20,4.364285945892334,4.449999809265137,4.345714092254639,4.42214298248291,3.748561382293701,967439200
2008-02-21,4.501786231994629,4.516786098480225,4.316429138183594,4.340713977813721,3.679535388946533,938114800
2008-02-22,4.37428617477417,4.375357151031494,4.138214111328125,4.2664289474487305,3.6165647506713867,1529878000
2008-02-25,4.23535680770874,4.291786193847656,4.166429042816162,4.276429176330566,3.625042200088501,1256774400
2008-02-26,4.2014288902282715,4.324643135070801,4.122857093811035,4.255356788635254,3.607179880142212,1504888000
2008-02-27,4.222499847412109,4.3946428298950195,4.21750020980835,4.3914289474487305,3.722527503967285,1475138000
2008-02-28,4.5428571701049805,4.721428871154785,4.491786003112793,4.63964319229126,3.9329326152801514,1618254400
2008-02-29,4.617499828338623,4.650356769561768,4.4571428298950195,4.465000152587891,3.784890651702881,1255480800
2008-03-03,4.444285869598389,4.49928617477417,4.214285850524902,4.347499847412109,3.685288190841675,1593043200
